PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
2894	PERSON	the King	s;daughter		say	5.91	4.72	5.6175	said the King"s daughter.
2896	PERSON	Minnikin	troll;gold;palace;armful;hoop;thing;s;board;ship;kitchen-maid;silver;quantity	great;other;whole;precious	do;run;give;take;have;go	6.03321428571	4.31607142857	5.64571428571	Then Minnikin ran back to the King"s palace as he had done before, but first he went on board the Troll"s ship and took a great quantity of gold and silver and other precious things, and out of these he once more gave to the kitchen-maid a whole armful of gold and silver hoops.
2896	PERSON	the King	troll;gold;palace;armful;hoop;thing;s;board;ship;kitchen-maid;silver;quantity	great;other;whole;precious	do;run;give;take;have;go	6.03321428571	4.31607142857	5.64571428571	Then Minnikin ran back to the King"s palace as he had done before, but first he went on board the Troll"s ship and took a great quantity of gold and silver and other precious things, and out of these he once more gave to the kitchen-maid a whole armful of gold and silver hoops.
2897	PERSON	the King	daughter;palace;honour;back;thought;s	much;other	do;be;receive;make;settle;have;conduct;save;marry	5.91925925926	4.0237037037	5.71962962963	Then he conducted her back to the King"s palace, and if honour enough had not been done him before it was certainly done now, for the King had no other thought than how to make much of the man who had saved his daughter from the three Trolls; and it was settled then that Ritter Red should marry her, and receive half the kingdom.
2897	PERSON	the King	daughter;palace;honour;back;thought;s	much;other	do;be;receive;make;settle;have;conduct;save;marry	5.91925925926	4.0237037037	5.71962962963	Then he conducted her back to the King"s palace, and if honour enough had not been done him before it was certainly done now, for the King had no other thought than how to make much of the man who had saved his daughter from the three Trolls; and it was settled then that Ritter Red should marry her, and receive half the kingdom.
2897	PERSON	the man	daughter;palace;honour;back;thought;s	much;other	do;be;receive;make;settle;have;conduct;save;marry	5.91925925926	4.0237037037	5.71962962963	Then he conducted her back to the King"s palace, and if honour enough had not been done him before it was certainly done now, for the King had no other thought than how to make much of the man who had saved his daughter from the three Trolls; and it was settled then that Ritter Red should marry her, and receive half the kingdom.
2897	PERSON	Ritter Red	daughter;palace;honour;back;thought;s	much;other	do;be;receive;make;settle;have;conduct;save;marry	5.91925925926	4.0237037037	5.71962962963	Then he conducted her back to the King"s palace, and if honour enough had not been done him before it was certainly done now, for the King had no other thought than how to make much of the man who had saved his daughter from the three Trolls; and it was settled then that Ritter Red should marry her, and receive half the kingdom.
2897	LOCATION	the kingdom	daughter;palace;honour;back;thought;s	much;other	do;be;receive;make;settle;have;conduct;save;marry	5.91925925926	4.0237037037	5.71962962963	Then he conducted her back to the King"s palace, and if honour enough had not been done him before it was certainly done now, for the King had no other thought than how to make much of the man who had saved his daughter from the three Trolls; and it was settled then that Ritter Red should marry her, and receive half the kingdom.
2898	PERSON	Princess	boy;wine-cup;feast;water;wood;wedding;kitchen-maid	wedding-day;little	carry;be;beg;have;fill	6.17615384615	4.11230769231	5.55384615385	On the wedding-day, however, the Princess begged that she might have the little boy who was in the kitchen, and carried wood and water for the kitchen-maid, to fill the wine-cups at the wedding feast.
2898	LOCATION	the kitchen	boy;wine-cup;feast;water;wood;wedding;kitchen-maid	wedding-day;little	carry;be;beg;have;fill	6.17615384615	4.11230769231	5.55384615385	On the wedding-day, however, the Princess begged that she might have the little boy who was in the kitchen, and carried wood and water for the kitchen-maid, to fill the wine-cups at the wedding feast.
2899	LOCATION	the kitchen	blow;garment;brass;silver;raiment	ragged;golden;bright;splendid;light	be;flash;stand;have;fall;wear	5.89	3.98045454545	5.58772727273	At the first blow all the ragged garments which he had worn in the kitchen fell from off Minnikin, at the second blow the brass garments fell off, and at the third the silver raiment, and there he stood in the golden raiment, which was so bright and splendid that light flashed from it.
2899	PERSON	Minnikin	blow;garment;brass;silver;raiment	ragged;golden;bright;splendid;light	be;flash;stand;have;fall;wear	5.89	3.98045454545	5.58772727273	At the first blow all the ragged garments which he had worn in the kitchen fell from off Minnikin, at the second blow the brass garments fell off, and at the third the silver raiment, and there he stood in the golden raiment, which was so bright and splendid that light flashed from it.
2901	PERSON	Ritter Red	daughter;proof	token	be;deliver;say;swear;have;save	5.84214285714	4.24928571429	5.68928571429	Ritter Red swore that he was the man who had saved her, but the King said: "He who delivered my daughter must have some token in proof of it."
2901	PERSON	the man	daughter;proof	token	be;deliver;say;swear;have;save	5.84214285714	4.24928571429	5.68928571429	Ritter Red swore that he was the man who had saved her, but the King said: "He who delivered my daughter must have some token in proof of it."
2901	PERSON	the King	daughter;proof	token	be;deliver;say;swear;have;save	5.84214285714	4.24928571429	5.68928571429	Ritter Red swore that he was the man who had saved her, but the King said: "He who delivered my daughter must have some token in proof of it."
2902	PERSON	Ritter Red	handkerchief;gold;trolls;ship;thing;token;lung;tongue;silver	precious	run;bring;take;have;go;lay	6.04588235294	4.11705882353	5.60882352941	So Ritter Red ran off at once for his handkerchief with the lungs and tongue, and Minnikin went and brought all the gold and silver and precious things which he had taken out of the Trolls" ships; and they each of them laid these tokens before the King.
2902	PERSON	Minnikin	handkerchief;gold;trolls;ship;thing;token;lung;tongue;silver	precious	run;bring;take;have;go;lay	6.04588235294	4.11705882353	5.60882352941	So Ritter Red ran off at once for his handkerchief with the lungs and tongue, and Minnikin went and brought all the gold and silver and precious things which he had taken out of the Trolls" ships; and they each of them laid these tokens before the King.
2902	PERSON	the King	handkerchief;gold;trolls;ship;thing;token;lung;tongue;silver	precious	run;bring;take;have;go;lay	6.04588235294	4.11705882353	5.60882352941	So Ritter Red ran off at once for his handkerchief with the lungs and tongue, and Minnikin went and brought all the gold and silver and precious things which he had taken out of the Trolls" ships; and they each of them laid these tokens before the King.
2903	PERSON	Ritter Red	snake-pit		be;throw;have	6.26	4.22	5.79	So Ritter Red was thrown into the snake-pit, and Minnikin was to have the Princess, and half the kingdom.
2903	PERSON	Minnikin	snake-pit		be;throw;have	6.26	4.22	5.79	So Ritter Red was thrown into the snake-pit, and Minnikin was to have the Princess, and half the kingdom.
2903	PERSON	Princess	snake-pit		be;throw;have	6.26	4.22	5.79	So Ritter Red was thrown into the snake-pit, and Minnikin was to have the Princess, and half the kingdom.
2903	LOCATION	the kingdom	snake-pit		be;throw;have	6.26	4.22	5.79	So Ritter Red was thrown into the snake-pit, and Minnikin was to have the Princess, and half the kingdom.
2904	PERSON	the King	child	other	go;ask;have;walk	6.098	3.793	5.752	One day the King went out walking with Minnikin, and Minnikin asked him if he had never had any other children.
2904	PERSON	Minnikin	child	other	go;ask;have;walk	6.098	3.793	5.752	One day the King went out walking with Minnikin, and Minnikin asked him if he had never had any other children.
2904	PERSON	Minnikin	child	other	go;ask;have;walk	6.098	3.793	5.752	One day the King went out walking with Minnikin, and Minnikin asked him if he had never had any other children.
2905	LOCATION	the kingdom	troll;daughter;mine;half	other;free	go;be;set;take;have	5.98	3.84176470588	5.66882352941	You are going to have one daughter of mine, but if you can set free the other, who has been taken by the Troll, you shall willingly have her too, and the other half of the kingdom as well."
2906	PERSON	Minnikin	voyage;attempt;ell;rope;iron;provision;man	long	be;make;say;have	5.53172413793	4.20931034483	5.51793103448	"I may as well make the attempt," said Minnikin, "but I must have an iron rope which is five hundred ells long, and then I must have five hundred men with me, and provisions for five weeks, for I have a long voyage before me."
2907	PERSON	the King	thing;ship	large;afraid	carry;be;say;have	5.56272727273	4.10090909091	5.34818181818	So the King said he should have these things, but the King was afraid that he had no ship large enough to carry them all.
2907	PERSON	the King	thing;ship	large;afraid	carry;be;say;have	5.56272727273	4.10090909091	5.34818181818	So the King said he should have these things, but the King was afraid that he had no ship large enough to carry them all.
2908	PERSON	Minnikin	room;cable;link;ship;hold;provision;man	large;last;bigger	be;grow;take;have;throw;lay	5.88428571429	3.74380952381	5.66714285714	Then Minnikin himself took hold of the cable, and laid one or two links of it into the ship, and as he threw the links into it the ship grew bigger and bigger, and at last it was so large that the cable, and the five hundred men, and provisions, and Minnikin himself, had room enough.
2908	PERSON	Minnikin	room;cable;link;ship;hold;provision;man	large;last;bigger	be;grow;take;have;throw;lay	5.88428571429	3.74380952381	5.66714285714	Then Minnikin himself took hold of the cable, and laid one or two links of it into the ship, and as he threw the links into it the ship grew bigger and bigger, and at last it was so large that the cable, and the five hundred men, and provisions, and Minnikin himself, had room enough.
2909	PERSON	the King	dale;land;daughter;moment;water;s;hill;ship;salt;wind	fresh;round	do;comest;be;stop;whistle;say;go;moan	5.95173913043	4.03043478261	5.71956521739	"Now go over fresh water and salt water, over hill and dale, and do not stop until thou comest to where the King"s daughter is," said Minnikin to the ship, and off it went in a moment over land and water till the wind whistled and moaned all round about it.
2909	PERSON	Minnikin	dale;land;daughter;moment;water;s;hill;ship;salt;wind	fresh;round	do;comest;be;stop;whistle;say;go;moan	5.95173913043	4.03043478261	5.71956521739	"Now go over fresh water and salt water, over hill and dale, and do not stop until thou comest to where the King"s daughter is," said Minnikin to the ship, and off it went in a moment over land and water till the wind whistled and moaned all round about it.
2910	LOCATION	the sea	middle;ship;way	long	sail;stop;have	5.77	3.50111111111	5.28222222222	When they had sailed thus a long, long way, the ship stopped short in the middle of the sea.
2911	PERSON	Minnikin	thing	different	be;say;have;get	5.753	3.712	5.7	"Ah, now we have got there," said Minnikin, "but how we are to get back again is a very different thing."
2912	PERSON	Princess	sewing;hand	other	sit;get;see;have;find;clap	5.843	3.956	5.841	When he had got inside he found the other Princess sitting sewing, but when she saw Minnikin she clapped her hands.
2912	PERSON	Minnikin	sewing;hand	other	sit;get;see;have;find;clap	5.843	3.956	5.841	When he had got inside he found the other Princess sitting sewing, but when she saw Minnikin she clapped her hands.
2914	PERSON	Minnikin			say;come;have	5.6025	4.13	5.885	"I have come for you," said Minnikin.
2917	PERSON	the King	troll;someone;daughter;malt;brewing;feast;s;hold	drunk;less	be;last;get;try;brew;tell	5.73791666667	4.25958333333	5.25	So the King"s daughter told Minnikin that the Troll was out trying to get hold of someone who could brew a hundred lasts of malt at one brewing, for there was to be a feast at the Troll"s, at which less than that would not be drunk.
2917	PERSON	Minnikin	troll;someone;daughter;malt;brewing;feast;s;hold	drunk;less	be;last;get;try;brew;tell	5.73791666667	4.25958333333	5.25	So the King"s daughter told Minnikin that the Troll was out trying to get hold of someone who could brew a hundred lasts of malt at one brewing, for there was to be a feast at the Troll"s, at which less than that would not be drunk.
2918	PERSON	Minnikin			do;say	5.6825	4.06	6.1675	"I can do that," said Minnikin.
2920	PERSON	Minnikin	troll	hidden	do;come;creep;have	4.85333333333	3.93333333333	5.38833333333	Minnikin did this, and almost before he had crept into the cupboard and hidden himself, came the Troll.
2920	LOCATION	the cupboard	troll	hidden	do;come;creep;have	4.85333333333	3.93333333333	5.38833333333	Minnikin did this, and almost before he had crept into the cupboard and hidden himself, came the Troll.
2924	PERSON	Princess	anyone;malt;hold;brewing		ask;brew;last;have;get	6.12363636364	4.12909090909	5.64636363636	Then the Princess asked if he had got hold of anyone who could brew a hundred lasts of malt at one brewing.
2926	PERSON	the King	s;man;daughter;time	short	be;say;do	5.6525	4.23333333333	5.44916666667	"A short time since there was a man here who said he could do it," said the King"s daughter.
2928	PERSON	Princess	father;t	quick-tempered	be;hide;didn;say;let;have;go;find	5.91	3.98529411765	5.52058823529	"Well, but I didn"t let him go, after all," said the Princess; "but father is so quick-tempered, so I hid him in the cupboard, but if father has not found any one then the man is still here."
2928	LOCATION	the cupboard	father;t	quick-tempered	be;hide;didn;say;let;have;go;find	5.91	3.98529411765	5.52058823529	"Well, but I didn"t let him go, after all," said the Princess; "but father is so quick-tempered, so I hid him in the cupboard, but if father has not found any one then the man is still here."
2928	PERSON	the man	father;t	quick-tempered	be;hide;didn;say;let;have;go;find	5.91	3.98529411765	5.52058823529	"Well, but I didn"t let him go, after all," said the Princess; "but father is so quick-tempered, so I hid him in the cupboard, but if father has not found any one then the man is still here."
2930	PERSON	Minnikin	troll;malt;brewing	true	ask;be;come;brew;last	5.95454545455	4.04272727273	5.61909090909	When Minnikin came, the Troll asked if it were true that he could brew a hundred lasts of malt at one brewing.
2931	PERSON	Minnikin			be;say	6.045	3.93	6.19	"Yes," said Minnikin, "it is."
2932	LOCATION	Heaven	ale	strong	brew;work;help	5.88375	4.19875	5.45625	"Fall to work this very minute, but Heaven help thee if thou dost not brew the ale strong."
2933	PERSON	Minnikin			taste;brew;say;set;work	5.68333333333	3.90666666667	6.29	"Oh, it shall taste well," said Minnikin, and at once set himself to work to brew.
2934	PERSON	Minnikin	troll;nothing	good	be;help;want;say;have;carry	5.87692307692	4.12923076923	5.54230769231	"But I must have more trolls to help to carry what is wanted," said Minnikin; "these that I have are good for nothing."
2937	PERSON	Princess	sound;gold;cable;round;rope;silver;man	safe	draw;whereupon;take;tie;fill;tug	6.02333333333	4.102	5.85066666667	This he took and filled it with gold and silver, and then he tied the cable round himself and the Princess and the chest, and tugged at the rope with all his might, whereupon his men drew them up safe and sound.
2937	LOCATION	the chest	sound;gold;cable;round;rope;silver;man	safe	draw;whereupon;take;tie;fill;tug	6.02333333333	4.102	5.85066666667	This he took and filled it with gold and silver, and then he tied the cable round himself and the Princess and the chest, and tugged at the rope with all his might, whereupon his men drew them up safe and sound.
2939	PERSON	the King	daughter;palace;song;rejoicing;s;music;time;ship;gladdest	great;other	be;march;get;see;have;lose;go;meet	5.8955	4.1605	5.5075	When those who were in the King"s palace saw the ship, they lost no time in going to meet him with song and music, and thus they marched up towards Minnikin with great rejoicings; but the gladdest of all was the King, for now he had got his other daughter back again.
2939	PERSON	Minnikin	daughter;palace;song;rejoicing;s;music;time;ship;gladdest	great;other	be;march;get;see;have;lose;go;meet	5.8955	4.1605	5.5075	When those who were in the King"s palace saw the ship, they lost no time in going to meet him with song and music, and thus they marched up towards Minnikin with great rejoicings; but the gladdest of all was the King, for now he had got his other daughter back again.
2939	PERSON	the King	daughter;palace;song;rejoicing;s;music;time;ship;gladdest	great;other	be;march;get;see;have;lose;go;meet	5.8955	4.1605	5.5075	When those who were in the King"s palace saw the ship, they lost no time in going to meet him with song and music, and thus they marched up towards Minnikin with great rejoicings; but the gladdest of all was the King, for now he had got his other daughter back again.
2941	PERSON	Minnikin	blow;grass		roll;give	6.204	4.268	5.3	and with that he gave Minnikin such a blow that he rolled over on the grass.
2942	PERSON	Princess	blow;reason;princesses;half	other	do;give;win;have;be;think	6.225	4.15428571429	5.8725	"First have I won one Princess and half the kingdom, and then the other Princess and the other half of the kingdom; and now, when I was just thinking that I would give you one of the Princesses and one of the halves of the kingdom, do you think you have any reason to give me such a blow?"
2942	LOCATION	the kingdom	blow;reason;princesses;half	other	do;give;win;have;be;think	6.225	4.15428571429	5.8725	"First have I won one Princess and half the kingdom, and then the other Princess and the other half of the kingdom; and now, when I was just thinking that I would give you one of the Princesses and one of the halves of the kingdom, do you think you have any reason to give me such a blow?"
2942	PERSON	Princess	blow;reason;princesses;half	other	do;give;win;have;be;think	6.225	4.15428571429	5.8725	"First have I won one Princess and half the kingdom, and then the other Princess and the other half of the kingdom; and now, when I was just thinking that I would give you one of the Princesses and one of the halves of the kingdom, do you think you have any reason to give me such a blow?"
2942	LOCATION	the kingdom	blow;reason;princesses;half	other	do;give;win;have;be;think	6.225	4.15428571429	5.8725	"First have I won one Princess and half the kingdom, and then the other Princess and the other half of the kingdom; and now, when I was just thinking that I would give you one of the Princesses and one of the halves of the kingdom, do you think you have any reason to give me such a blow?"
2942	LOCATION	the kingdom	blow;reason;princesses;half	other	do;give;win;have;be;think	6.225	4.15428571429	5.8725	"First have I won one Princess and half the kingdom, and then the other Princess and the other half of the kingdom; and now, when I was just thinking that I would give you one of the Princesses and one of the halves of the kingdom, do you think you have any reason to give me such a blow?"
2943	PERSON	King Pippin	s;friend;brother;pardon	good	be;become;hear;beg;reconcile	6.1	3.98272727273	5.53636363636	When King Pippin heard that he begged his brother"s pardon, and they were reconciled at once and became good friends.
2944	PERSON	Princess	thing	elder;stronger	go;be;guess;know	6.21375	3.81875	5.34125	For he knew that the elder Princess was the stronger, so he could very well guess how things would go.
2946	PERSON	J. Moe				5.0	5.0	5.0	(27) From J. Moe.
2949	LOCATION	the house	world;wife;peace;rest;thing;s;child;corner;bread	new;own;best	be;earn;do;get;find;try;go;come;think	6.245	4.02769230769	5.72576923077	From the very day that the new wife came into the house there was no peace for the man"s children, and not a corner to be found where they could get any rest; so the boy thought that the best thing he could do was to go out into the world and try to earn his own bread.
2949	PERSON	the man	world;wife;peace;rest;thing;s;child;corner;bread	new;own;best	be;earn;do;get;find;try;go;come;think	6.245	4.02769230769	5.72576923077	From the very day that the new wife came into the house there was no peace for the man"s children, and not a corner to be found where they could get any rest; so the boy thought that the best thing he could do was to go out into the world and try to earn his own bread.
2949	PERSON	the boy	world;wife;peace;rest;thing;s;child;corner;bread	new;own;best	be;earn;do;get;find;try;go;come;think	6.245	4.02769230769	5.72576923077	From the very day that the new wife came into the house there was no peace for the man"s children, and not a corner to be found where they could get any rest; so the boy thought that the best thing he could do was to go out into the world and try to earn his own bread.
2950	PERSON	the King	horse;palace;coachman;s;place;time	active;brisk;fat;sleek	shine;be;look;obtain;have;roam;come	5.662	4.146	5.5785	When he had roamed about for some time he came to the King"s palace, where he obtained a place under the coachman; and very brisk and active he was, and the horses that he looked after were so fat and sleek, that they shone again.
2952	LOCATION	the brook	water;home;head;girl;wash	ugly;horrible	say;rise;fetch;send	5.83882352941	4.07588235294	5.72117647059	One day they sent her to the brook to fetch some water home, and an ugly and horrible head rose up out of the water, and said, "Wash me, girl!"
2955	PERSON	the girl	hair;pleasure;work;means	pleasant;tangled	be;set;work;say;brush;imagine	6.034	4.02866666667	6.16133333333	"Yes, I will brush you with pleasure," said the girl, and set to work with the tangled hair, and, as may be easily imagined, this too was by no means pleasant work.
2958	PERSON	the man	life;daughter;work;s;kiss;bit	worst	do;say;think;have;be	5.83875	4.280625	5.865	"Yes, I will kiss you," said the man"s daughter, and she did it, but she thought it was the worst bit of work that she had ever had to do in her life.
2963	PERSON	the man	daughter;gold;show;s;passion;foot;pig-stye;step-mother	such;fine;towering	be;set;fall;drive;stay;say;permit	5.81666666667	4.27111111111	5.53333333333	The step-mother fell into such a towering passion that she drove the man"s daughter into the pig-stye--she might stay there with her fine show of gold, the step-mother said, but she should not be permitted to set foot in the house.
2963	LOCATION	the house	daughter;gold;show;s;passion;foot;pig-stye;step-mother	such;fine;towering	be;set;fall;drive;stay;say;permit	5.81666666667	4.27111111111	5.53333333333	The step-mother fell into such a towering passion that she drove the man"s daughter into the pig-stye--she might stay there with her fine show of gold, the step-mother said, but she should not be permitted to set foot in the house.
2964	LOCATION	the stream	water;daughter;mother	own	go;be;fetch;want	6.4975	4.4275	5.525	It was not long before the mother wanted her own daughter to go to the stream to fetch some water.
2966	PERSON	the woman	s;daughter		answer	6.23	4.45	5.485	answered the woman"s daughter.
2969	PERSON	the woman	s;daughter		say	6.1825	4.5575	5.7175	said the woman"s daughter.
2972	PERSON	the girl			say	6.53	4.83	6.075	said the girl.
2974	LOCATION	the cottage	door;pail;mother		call;come;be	5.842	3.361	5.791	When she came back to the cottage door with her pails, she called to her mother who was inside, "Open the door!"
2974	LOCATION	the door	door;pail;mother		call;come;be	5.842	3.361	5.791	When she came back to the cottage door with her pails, she called to her mother who was inside, "Open the door!"
2978	PERSON	the King	picture;sister;palace;service;brother;s;portrait		be;love;do;pray;take;have;carry;kneel	6.08380952381	3.8919047619	5.62047619048	Now the brother, who was in service in the King"s palace, had taken a portrait of his sister, and he had carried the picture away with him, and every morning and evening he knelt down before it and prayed for his sister, so dearly did he love her.
2979	PERSON	the King	picture;hand;youth;time;knee;tip-toe	long	be;hang;see;creep;peep;believe;prevail;clasp	5.3985	4.0635	5.3945	At first the King would not believe this, but after a long, long time, they prevailed with him, and he crept on tip-toe to the door, peeped through, and saw the youth on his knees, with his hands clasped together before a picture which was hanging on the wall.
2979	LOCATION	the door	picture;hand;youth;time;knee;tip-toe	long	be;hang;see;creep;peep;believe;prevail;clasp	5.3985	4.0635	5.3945	At first the King would not believe this, but after a long, long time, they prevailed with him, and he crept on tip-toe to the door, peeped through, and saw the youth on his knees, with his hands clasped together before a picture which was hanging on the wall.
2979	LOCATION	the wall	picture;hand;youth;time;knee;tip-toe	long	be;hang;see;creep;peep;believe;prevail;clasp	5.3985	4.0635	5.3945	At first the King would not believe this, but after a long, long time, they prevailed with him, and he crept on tip-toe to the door, peeped through, and saw the youth on his knees, with his hands clasped together before a picture which was hanging on the wall.
2980	PERSON	the King	youth		do;cry;hear	5.568	4.266	5.23	cried the King, but the youth did not hear.
2981	PERSON	the King	youth;time		pray;be;hear;call;do	6.14375	3.6575	5.705	So the King called to him again, but the youth was praying so fervently that he did not hear him this time either.
2983	LOCATION	the door	youth;picture;haste		spring;unlock;hide;forget	5.57875	3.98125	5.4175	So the youth sprang to the door and unlocked it, but in his haste he forgot to hide the picture.
2984	PERSON	the King	spot;fetter;picture	beautiful	be;see;stand;enter;seem;stir	5.796	3.77	5.674	When the King entered and saw it, he stood still as if he were in fetters, and could not stir from the spot, for the picture seemed to him so beautiful.
2985	PERSON	the King			say	5.955	4.44	6.205	said the King.
2987	PERSON	the King	youth;s;haste;palace		make;set;promise	5.71375	4.18875	5.57125	The youth promised to make all the haste he could, and set forth from the King"s palace.
2989	LOCATION	the sea	brother;strand	white	be;say;land;look;point	5.988	3.595	5.79	"Look at that white strand there; that is where we shall land," said the brother, pointing across the sea.
2990	PERSON	the man	s;daughter		inquire	5.6175	4.5225	5.4375	inquired the man"s daughter.
2991	LOCATION	the sea	casket;step-mother		answer;be;say;throw	5.45333333333	4.0	5.46333333333	"He says that you are to throw your casket out into the sea," answered the step-mother.
2992	PERSON	the man	s;casket;daughter;brother		do;say;fling	5.4725	4.42	5.46333333333	"Well, if my brother says so, I must do it," said the man"s daughter, and she flung her casket into the sea.
2992	LOCATION	the sea	s;casket;daughter;brother		do;say;fling	5.4725	4.42	5.46333333333	"Well, if my brother says so, I must do it," said the man"s daughter, and she flung her casket into the sea.
2993	LOCATION	the palace			be;see;say;bind	5.67666666667	4.195	5.76166666667	"There you may see the palace to which we are bound," said he.
2994	PERSON	the man	s;daughter		ask	5.775	4.46	5.4475	asked the man"s daughter.
2995	LOCATION	the sea	dog;step-mother		answer;be;say;throw	6.21666666667	4.10166666667	5.9	"Now he says that you are to throw your dog into the sea," answered the step-mother.
2996	PERSON	The man	thing;s;daughter;snow;earth	little;dearest;last	be;trouble;weep;throw;have	5.53692307692	4.22692307692	5.24923076923	The man"s daughter wept, and was sorely troubled, for Little Snow was the dearest thing she had on earth, but at last she threw him overboard.
2999	PERSON	the King	sea-shore;brother		point;say;st;see;meet;come	5.88625	3.94875	5.98875	"There may"st thou see the King coming out to meet thee," said the brother, pointing to the sea-shore.
3002	LOCATION	the sea	brother		do;wail;leap;say;have;weep;think	5.333	4.097	5.418	She wept and she wailed, but as her brother had said that, she thought she must do it; so she leaped into the sea.
3003	LOCATION	the palace	guest;ell;middle;jaw;brewing;feast;forehead;bride;bush;nose;wedding	ugly;prepared	be;bake;force;sit;regard;take;have;behold;arrive;terrify;wait	5.57076923077	4.18025641026	5.42307692308	But when they arrived at the palace, and the King beheld the ugly bride with a nose that was four ells long, a jaw that was three ells, and a forehead that had a bush in the middle of it, he was quite terrified; but the wedding feast was all prepared, as regarded brewing and baking, and all the wedding guests were sitting waiting, so, ugly as she was, the King was forced to take her.
3003	PERSON	the King	guest;ell;middle;jaw;brewing;feast;forehead;bride;bush;nose;wedding	ugly;prepared	be;bake;force;sit;regard;take;have;behold;arrive;terrify;wait	5.57076923077	4.18025641026	5.42307692308	But when they arrived at the palace, and the King beheld the ugly bride with a nose that was four ells long, a jaw that was three ells, and a forehead that had a bush in the middle of it, he was quite terrified; but the wedding feast was all prepared, as regarded brewing and baking, and all the wedding guests were sitting waiting, so, ugly as she was, the King was forced to take her.
3003	PERSON	the King	guest;ell;middle;jaw;brewing;feast;forehead;bride;bush;nose;wedding	ugly;prepared	be;bake;force;sit;regard;take;have;behold;arrive;terrify;wait	5.57076923077	4.18025641026	5.42307692308	But when they arrived at the palace, and the King beheld the ugly bride with a nose that was four ells long, a jaw that was three ells, and a forehead that had a bush in the middle of it, he was quite terrified; but the wedding feast was all prepared, as regarded brewing and baking, and all the wedding guests were sitting waiting, so, ugly as she was, the King was forced to take her.
3010	PERSON	King	s;side	soft;young	sleep	6.16333333333	3.88666666667	5.55833333333	Sleeping so soft by the young King"s side,
3020	PERSON	King	s;side	soft;young	sleep	6.16333333333	3.88666666667	5.55833333333	Sleeping so soft by the young King"s side,
3024	PERSON	the King	hand;finger;grasp;arm;knife;man	little	be;cut;force;seize;make;hold;bleed	5.23833333333	4.27388888889	5.36111111111	But the two men who were holding the King by the arms seized his hands and forced a knife into his grasp, and then made him cut her little finger just enough to make it bleed.
3026	PERSON	the King	bride;bushy	beautiful;rid;hideous;delighted;bright	be;tell;get	5.91777777778	4.19333333333	5.55444444444	No one can tell how delighted the King was to get rid of that hideous Bushy Bride, and get a Queen who was bright and beautiful as day itself.
3026	PERSON	Queen	bride;bushy	beautiful;rid;hideous;delighted;bright	be;tell;get	5.91777777778	4.19333333333	5.55444444444	No one can tell how delighted the King was to get rid of that hideous Bushy Bride, and get a Queen who was bright and beautiful as day itself.
3028	PERSON	J. Moe				5.0	5.0	5.0	(28) From J. Moe.
3034	PERSON	Queen	birth;snowdrop		die;call	5.2225	5.2475	4.9825	They called her Snowdrop, and not long after her birth the Queen died.
3038	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3041	PERSON	Lady Queen		fair	be	6.6875	3.955	5.8825	"You are most fair, my Lady Queen,
3042	LOCATION	the land	none	fairer	ween	5.805	4.025	5.47	None fairer in the land, I ween."
3046	PERSON	Lady Queen		true;fair	be	6.852	4.16	6.106	"My Lady Queen, you are fair, "tis true,
3048	PERSON	Snowdrop	s;huntsman;presence	last	say;call;endure	5.465	4.18166666667	5.69	At last she could endure Snowdrop"s presence no longer, and, calling a huntsman to her, she said:
3050	PERSON	Huntsman	knife;act		do;draw;lead;slay;cry;begin;say;be;tell	5.29	4.00923076923	5.55384615385	The Huntsman did as he was told and led Snowdrop out into the wood, but as he was in the act of drawing out his knife to slay her, she began to cry, and said:
3050	PERSON	Snowdrop	knife;act		do;draw;lead;slay;cry;begin;say;be;tell	5.29	4.00923076923	5.55384615385	The Huntsman did as he was told and led Snowdrop out into the wood, but as he was in the act of drawing out his knife to slay her, she began to cry, and said:
3050	LOCATION	the wood	knife;act		do;draw;lead;slay;cry;begin;say;be;tell	5.29	4.00923076923	5.55384615385	The Huntsman did as he was told and led Snowdrop out into the wood, but as he was in the act of drawing out his knife to slay her, she began to cry, and said:
3051	PERSON	Huntsman	home;life;wood	wide;spare	fly;return;promise	5.91	4.036	5.993	"Oh, dear Huntsman, spare my life, and I will promise to fly forth into the wide wood and never to return home again."
3052	PERSON	Huntsman	pity	young	be;say;have	5.85666666667	4.17333333333	5.82	And because she was so young and pretty the Huntsman had pity on her, and said:
3053	LOCATION	The wild	beast		think;eat	5.908	4.634	5.964	For he thought to himself: "The wild beasts will soon eat her up."
3056	LOCATION	the room	glare;lamp;someone;eye;order	little;same	be;accustom;light;get;leave;see;have	5.58333333333	3.59866666667	5.648	They lighted their seven little lamps, and as soon as their eyes got accustomed to the glare they saw that someone had been in the room, for all was not in the same order as they had left it.
3075	LOCATION	the bed	surprise;lamp;other;snowdrop	little;full	turn;see;fall;call;lie	5.43	3.94909090909	5.44454545455	Then he called the others, who turned their little lamps full on the bed, and when they saw Snowdrop lying there they nearly fell down with surprise.
3083	PERSON	Snowdrop			answer;do;ask	5.556	3.81	6.04	"Yes," answered Snowdrop, "I will gladly do all you ask."
